"Slider.v1.0.13","Unity.v2022.3.44f1","(file format explainer)->","Localization files are formatted like CSV so they can be easily edited,
however formatting has strict rules for easy parsing. Most of these rules
are already handled by Excel / Libre / etc., so you don't have to worry
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@2:1","I'll never go! I have too many valuables!","절대 안 갈거야! 여긴 내 애장품들이 너무 많다고!",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (1)/ObeliskSign@0:0","The time has come to ponder.","숙고할 시간이 도래하였노라.",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (2)/ObeliskSign@0:0","If you wish true power, you must forgo what is most valuable.","진정한 힘을 갈망한다면, 그대에게 가장 귀중한 것을 포기해야 하리라.",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (3)/ObeliskSign@0:0","Then, you may attain what you need.","그리하면, 그대가 필요로 하는 바를 얻을지니.",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@0:0","<wavy>Welcome to the Reflection Pool.</wavy>","<wavy>성찰의 연못에 오신 것을 환영하오.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@0:1","<wavy>Before you proceed, you must fix this world one last time.</wavy>","<wavy>앞으로 나아가기 전, 이 세계를 마지막으로 한 번 더 고쳐야 하오.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:0","<wavy>Welcome to the Reflection Pool.</wavy>","<wavy>성찰의 연못에 오신 것을 환영하오.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:1","<wavy>You desire... <var>Cat</var>.</wavy>","<wavy>당신이 원하는 것은... <var>Cat</var>이겠지...</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:2","<wavy>Though I do not have what you seek, I have the path forward.</wavy>","<wavy>비록 당신이 찾는 것을 내가 가지고 있진 않으나, 앞으로 나아갈 길은 알고 있소.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@1:3","<wavy>If you wish for <var>Cat</var>, then leave the Artifact here.</wavy>","<wavy><var>Cat</var>을 원한다면, 유물을 여기에 두고 가시오.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@2:0","<wavy>You have done this world a great service.</wavy>","<wavy>당신은 이 세계에 큰 공헌을 하였소.</wavy>",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Pedestal/PedestalNPC@2:1","<wavy>Goodbye, adventurer. May we one day meet again.</wavy>","<wavy>안녕히 가시오, 모험가여. 언젠가 다시 만나길 바라오.</wavy>",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@AllCollected:0","Woah, you have them all!","Woah, you have them all!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingError:0","You should only be missing one but I'm not sure where -- something went wrong tell the devs!","You should only be missing one but I'm not sure where -- something went wrong tell the devs!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingMultiple:0","You're missing: <allAreas/>.","You're missing: <allAreas/>.",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@MissingOne:0","You're only missing the one from <area/>!","You're only missing the one from <area/>!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Breadge Combination@NoneCollected:0","You're missing... all of them!","You're missing... all of them!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:0","Welcome to my bakery! Oh? You've met my brother?","제 빵집에 오신 걸 환영합니다! 어머? 제 동생을 만나셨나요?",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:1","Then you must know about our quest for the <wavy>Legendary Cheese Burger!</wavy>","그럼 우리의 <wavy>전설의 치즈 버거</wavy> 퀘스트에 대해 아시겠네요!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@0:2","How many pieces of Breadge do you have?","빵 조각을 몇 개 가지고 계신가요?",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@1:0","How many pieces of Breadge do you have?","빵 조각을 몇 개 가지고 계신가요?",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@1:1","You're missing... all of them!","아이고... 하나도 없으시네요!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:0","How many pieces of Breadge do you have?","빵 조각을 몇 개 가지고 계신가요?",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:1","Woah, you have <var>MagiTechBreadgeAmount</var>!","와, <var>MagiTechBreadgeAmount</var>개를 가지고 계시네요!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@2:2","<var>MagiTechBreadgeHint</var>","<var>MagiTechBreadgeHint</var>",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:0","How many pieces of Breadge do you have?","빵 조각을 몇 개 가지고 계신가요?",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:1","Woah... you have... all 9 of them!!","와... 9개 모두를 가지고 계시다니!!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@3:2","Give them here, I'll combine them together!","이리 주세요, 제가 그것들을 하나로 합쳐드리겠습니다!",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:0","It's so... decadent...","정말... 호화롭네요...",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:1","Breadge sandwiched in breadge sandwiched in breadge...","빵 조각 안에 빵 조각 안에 빵 조...",
"Map/EightPuzzle/MagitechSTile (9)/All Tile Maps/House Tile Maps/Decorations/House1 bot right/Carly@4:2","I can die in peace now. Thank you, explorer.","이제 제 삶이 완성된 것 같아요. 모험가님, 감사합니다.",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@1:0","You're the best intern we ever had, and we didn't even pay you!","자네는 우리가 고용한 인턴 중 최고였어. 게다가 월급도 안 줬잖나!",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Barron@1:1","I'll make sure our future interns are unpaid so we'll really get our money's worth!","앞으로 올 인턴들도 무급으로 고용해서 본전을 뽑아야겠어!",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Filler Scientist (2)@0:0","I hope you find <var>Cat</var> safely!"," <var>Cat</var> 무사히 찾았으면 좋겠어요!",
"Map/EightPuzzle/MagitechSTile (9)/Objects/Flat Tire Guy@0:0","There's always something to fix...","항상 고칠게 남아있다니깐...",
"Map/EightPuzzle/MagitechSTile (9)/Objects/On Duty Alien 4@0:0","...","...",
"Map/EightPuzzle/MagitechSTile (9)/Objects/On Duty Alien 4@1:0","say hi to the homies for me.","친구들한테 안부 전해줘.",
"Map/EightPuzzle@MultiGemHint:0","Hmmm... the gems should be somewhere in this area. Can you get me: <remainingGems/>?","Hmmm... the gems should be somewhere in this area. Can you get me: <remainingGems/>?",
"Map/EightPuzzle@SingleGemHint:0","Uh oh, something went wrong! Make sure to get all the gems and let a dev know.","Uh oh, something went wrong! Make sure to get all the gems and let a dev know.",
"Map/EightPuzzle@SingleGemHint:1","I heard the Village Gem was spotted near the laser.","I heard the Village Gem was spotted near the laser.",
"Map/EightPuzzle@SingleGemHint:2","The Cave Gem was a part of some Desync experiments in the past.","The Cave Gem was a part of some Desync experiments in the past.",
"Map/EightPuzzle@SingleGemHint:3","The Ocean gem..? Uh... something is wrong.","The Ocean gem..? Uh... something is wrong.",
"Map/EightPuzzle@SingleGemHint:4","The Jungle gem was owned by the same wizard who made this recipe!","The Jungle gem was owned by the same wizard who made this recipe!",
"Map/EightPuzzle@SingleGemHint:5","I heard the Desert gem was lost in the ancient temple in the Impact Zone.","I heard the Desert gem was lost in the ancient temple in the Impact Zone.",
"Map/EightPuzzle@SingleGemHint:6","The Factory gem should be in the museum.","The Factory gem should be in the museum.",
"Map/EightPuzzle@SingleGemHint:7","The Mountain gem should be in the museum.","The Mountain gem should be in the museum.",
"Map/EightPuzzle@SingleGemHint:8","The Military gem was spotted behind one of the rocks in the past, towards the west.","The Military gem was spotted behind one of the rocks in the past, towards the west.",
"Map/EightPuzzle@SingleGemHint:9","The MagiTech gem... is on the tile I haven't given you! Something went wrong!","The MagiTech gem... is on the tile I haven't given you! Something went wrong!",
"Map/World Grid/Airlock/Airlock Scientist@0:0","H- Hello? Who are you?","아- 안녕하세요? 누구세요?",
"Map/World Grid/Airlock/Airlock Scientist@0:1","Don't mind me, I'm not from around here either.","신경 쓰지 마세요, 저도 이 근처 사람이 아니에요.",
"Map/World Grid/Airlock/Airlock Scientist@1:0","Hold on, I'm almost done setting everything up for this experiment!","잠깐만요, 이 실험 준비를 거의 다 마쳤어요!",
"Map/World Grid/Airlock/Airlock Scientist@1:1","Come back in a bit, you can take part too.","조금 있다 다시 오세요, 당신도 참여할 수 있을 거예요.",
"Map/World Grid/Airlock/Airlock Scientist@2:0","We've finally finished unpacking our research equipment.","드디어 우리 연구 장비 포장을 다 풀었어요.",
"Map/World Grid/Airlock/Airlock Scientist@2:1","I'm investigating entangled items!","저는 얽힌 물체들을 조사하고 있어요!",
"Map/World Grid/Airlock/Airlock Scientist@2:2","Whatttt, you wanted that gem? But it's already a part of the experiment!","뭐라고요, 저 보석을 원하신다구요? 하지만 이미 실험의 일부가 됐어요!",
"Map/World Grid/Airlock/Airlock Scientist@2:3","We managed to entangle a conductive bob somewhere, it should help in finishing this.","저는 어딘가의 전도성 구슬을 얽히게 하는 데 성공했어요. 실험을 완료하는 데 도움이 될 거예요.",
"Map/World Grid/Airlock/Airlock Scientist@3:0","Aha, this appears to be the conductive bob from the present.","아하, 이게 현재의 전도성 구슬인 것 같아요.",
"Map/World Grid/Airlock/Airlock Scientist@4:0","Aha, this appears to be the conductive bob from the past.","아하, 이게 과거의 전도성 구슬인 것 같아요.",
"Map/World Grid/Airlock/Airlock Scientist@5:0","How fascinating! Moving the past item affects its future self.","정말 흥미롭네요! 과거의 물건을 움직이면 미래의 자신에게 영향을 미치는군요.",
"Map/World Grid/Airlock/Airlock Scientist@5:1","I will continue these experiments. We must understand it all.","이 실험들을 계속 진행하겠습니다. 우리는 이 모든 것을 이해해야 해요.",
"Map/World Grid/Airlock/Airlock Scientist@6:0","What?! Pack it up?? But the experiments just started!","뭐라고요?! 정리하라고요?? 하지만 실험이 이제 막 시작됐다고요!",
"Map/World Grid/BaseDecorations/Bottom/Left/TruckHorizontal/Drew@0:0","Dump truck delivered.","덤프트럭 도착했어.",
"Map/World Grid/BaseDecorations/Bottom/Left/TruckHorizontal/Drew@1:0","Where should I put my dump truck now?","이제 덤프트럭을 어디에 둬야 하지?",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@0:0","Oh jeez! My fire's dying but I don't have any wood.","오, 이런! 불이 꺼져 가는데 장작이 없어요.",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@1:0","Yes!! Time to boil some noodles!","좋았어! 국수 끓일 시간이야!",
"Map/World Grid/BaseDecorations/Desert/Outside/Camper@2:0","Mmmm, those noodles were de-lec-ta-ble!","음, 그 국수들은 정말 맛-있-었-지!",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@0:0","Studies suggest there are all kinds of relics still down there!","저 연구쟁이들 말에 따르면 저 아래에 아직도 온갖 유물들이 있대!",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@1:0","I hope there are dinosaurs too.","공룡도 있었으면 좋겠다...",
"Map/World Grid/BaseDecorations/Desert/T3/VIP Bro@2:0","Good heavens, what are you doing?","세상에, 뭘 하고 있는 거야?",
"Map/World Grid/BaseObjects/Barry@0:0","Some good weather for once at the MRI. How about a picnic for lunch Wags?","날씨가 화창한 날이네, MRI에선 꽤 드문데요. 점심 먹으러 피크닉 가는 건 어때요?",
"Map/World Grid/BaseObjects/Barry@1:0","Perfect weather for your launch!","발사하기에 완벽한 날씨네요!",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:0","Believe it or not, magic is real! Alchemy too!","믿기 힘들겠지만, 마법은 진짜야! 연금술도!",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:1","I heard you got permission to ride the rocket. Problem is, it has no fuel.","네가 로켓 탑승 허가를 받았다고 들었어. 근데 문제는 로켓을 쏘아올릴 연료가 없다는 거지.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:2","But! This here Gem-Fuel machine can convert magic gems into fuel for a rocket.","하지만!! 여기 이 보석-연료 기계가 마법 보석을 로켓 연료로 변환할 수 있어.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@0:3","Here, go ahead and try putting that blue gem over there into the fuel converter.","자, 저기 있는 파란 보석을 연료 변환기에 넣어봐.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@1:0","Once you find the other 8 gems, we can distill their essence into powerful, magical fuel!","나머지 8개의 보석을 찾으면, 그것들의 정수를 강력한 마법 연료로 증류할 수 있어!",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@1:1","Take this <wavy>Gem Transporter</wavy>. It'll automatically teleport any gems you find to the alchemy machine.","이 <wavy>보석 전송기</wavy>를 가져가. 네가 찾은 보석을 자동으로 연금술 기계로 순간이동시켜줄 거야.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@2:0","Here, let me take out that Ocean gem for you so you can try it out.","자, 네가 써볼 수 있게 그 바다 보석을 꺼내줄게.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@3:0","Good luck out there. Only <var>magiTechNumRemainingGems</var> gems left.","행운을 빌어. 이제 <var>magiTechNumRemainingGems</var>개의 보석만 남았어.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:0","That Gem-Fuel Recipe! Where did you get it!?","그 보석-연료 제조법! 어디서 구한 거야!?",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:1","Hmm... it looks like we're a few gems short.","흠... 보석이 몇 개 부족한 것 같아.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@4:2","<var>MagitechGemFuelHint</var>","<var>MagitechGemFuelHint</var>",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@5:0","Aha, the Gem-Fuel Recipe! It's nearly complete!","아하, 보석-연료 제조법이군! 거의 완성됐어!",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@5:1","Once we get the final gem, we mix them and super-power the rocket.","마지막 보석을 구하면, 그것들을 섞어서 로켓을 초강력하게 만들 수 있어.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@6:0","We just need the last gem! It should be in the past.","마지막 보석만 있으면 돼! 아마 과거 어딘가에 있을 거야.",
"Map/World Grid/BaseObjects/Gems Turn-In/Alchemist Muta@7:0","All of the gems are here! Let's get the Gem Fuel pumping!","모든 보석을 모았구나! 보석 연료를 주입하자!",
"Map/World Grid/BaseObjects/Wagner@0:0","Say Barry, it's a fine day at the Magic Research Institute isn't it?","배리, 마법 연구소의 날씨가 참 좋지 않나요?",
"Map/World Grid/BaseObjects/Wagner@1:0","Research wouldn't be so advanced without you.","네가 없었으면 연구도 이렇게 발전하지 못했을 거야.",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@0:0","Har har har these explosives are so *powerful*","하하하, 이 폭발물들 진짜 *강력*하네!",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@0:1","Haha get it, they're such a *blast*","하하, 알겠어? 정말 *폭발적*이야!!",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@1:0","Woah.","우와.",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@1:1","That one really *knocked my socks off*","그거 진짜 *날 날려버릴 뻔*했어!",
"Map/World Grid/Past South/Factory Copy Decorations/Explosive Man@2:0","You're back! It's always a *blast* to have you around.","돌아왔구나! 네가 있으면 항상 *폭탄*같이 재밌다니깐.",
"Map/World Grid/Past West/Archeologist@0:0","THE WIZARDING ERA IS REEEAAAAAALLLLLLLL","마법의 시대가 진짜였다니!!!",
"Map/World Grid/Past West/Archeologist@0:1","w-w-w-whe-sdfwefl-wheRE DO I EVEN START","어-어-어디서부터 시작해야 할지 모르겠어요!",
"Map/World Grid/Past West/Archeologist@0:2","i- i need to write this all down!","이-이걸 전부 적어놔야 해요!",
"Map/World Grid/Past West/Archeologist@1:0","i- i need to write this all down!","이-이걸 전부 적어놔야 해요!",
"Map/World Grid/Past West/Archeologist@1:1","wait.. chad??","잠깐... 채드??",
"Map/World Grid/Past West/Archeologist@2:0","chad, whats wrong??","채드, 무슨 일이에요??",
"Map/World Grid/Past West/Archeologist@2:1","chad...","채드...",
"Map/World Grid/Past West/Archeologist@2:2","chad... im sorry... i should have noticed sooner.","채드... 미안해요... 더 일찍 알아챘어야 했는데.",
"Map/World Grid/Past West/Archeologist@2:3","but you shouldnt feel bad! youve done so much to help me!","하지만 자책할 필요가 하나도 없어요! 당신은 저를 많이 도와주셨어요!",
"Map/World Grid/Past West/Archeologist@2:4","you helped us journey to this continent, and you even found relics in the village and jungle!","이 대륙으로 여행하는 걸 도와주셨고, 마을과 정글에서 유물도 찾으셨잖아요!",
"Map/World Grid/Past West/Archeologist@2:5","stop comparing yourself to others. think about what <wavy>you</wavy> can do!","다른 사람과 비교하지 마세요. <wavy>당신</wavy>만이 할 수 있는 일을 생각해 보세요!",
"Map/World Grid/Past West/Archeologist@3:0","youll get through it chad. i know you will!!","채드, 당신은 이겨낼 수 있을 거예요. 저는 알아요!!",
"Map/World Grid/Past West/Archeologist@4:0","oMG this cant be real","세상에 이게 진짜일 리가 없어요",
"Map/World Grid/Past West/Archeologist@4:1","if i do recall, this is the legendary battle between Ignis and Galvic!!","제가 기억하기로는, 이건 이그니스와 갈빅의 전설적인 결투예요!!",
"Map/World Grid/Past West/Archeologist@4:2","ive gotta sketch this quick!","빨리 스케치해야겠어요!",
"Map/World Grid/Past West/Archeologist@5:0","this castle...","이 성...",
"Map/World Grid/Past West/Archeologist@5:1","there are no remnants of it today! where did it go??","오늘날엔 흔적도 없어요! 어디로 간 걸까요??",
"Map/World Grid/Past West/Archeologist@6:0","hmm...? what could this be?","흠...? 이건 뭘까요?",
"Map/World Grid/Past West/Archeologist@6:1","something unknown? how exciting!!","알려지지 않은 뭔가라니, 정말 신나요!!",
"Map/World Grid/Past West/Archeologist@7:0","woah... what is this..?","와... 이게 뭐죠...?",
"Map/World Grid/Past West/Archeologist@7:1","some sort of... pool of energy?","일종의... 에너지 웅덩이인가요?",
"Map/World Grid/Past West/Archeologist@8:0","i recognize this.","이건 알겠어요.",
"Map/World Grid/Past West/Archeologist@8:1","this is the same pedestal as in the desert temple!","사막 신전에 있던 것과 같은 받침대예요!",
"Map/World Grid/Past West/Archeologist@8:2","it looks like a slot for your artifact.","당신의 유물을 넣을 수 있는 슬롯 같아요.",
"Map/World Grid/Past West/Archeologist@9:0","woaH","와아",
"Map/World Grid/Past West/Archeologist@9:1","thats the final gem, you got all 9!!","마지막 보석이에요, 9개 모두 모으셨네요!!",
"Map/World Grid/Past West/Archeologist@9:2","it looks like it wants you to leave the artifact here... whoever ""it"" is...","유물을 여기에 두고 가라는 것 같아요... ""그것""이 누구든 간에...",
"Map/World Grid/Past West/Archeologist@9:3","well!","자!",
"Map/World Grid/Past West/Archeologist@9:4","explorer! im so glad we got to go on this journey together!","탐험가님! 함께 이 여정을 할 수 있어서 정말 기뻐요!",
"Map/World Grid/Past West/Archeologist@9:5","theres been so many new revelations... new relics... a whole new society!!!!","너무나 많은 새로운 발견들이 있었어요... 새로운 유물들... 완전히 새로운 시대까지요!!!!",
"Map/World Grid/Past West/Archeologist@9:6","i better get an award for all the writing im about to do","앞으로 써야 할 논문들로 학계에서 얼마나 많은 상을 받을까요",
"Map/World Grid/Past West/Archeologist@9:7","oh!! and thanks for helping cheer chad up, it's been a whole journey for him too","아! 그리고 채드를 격려해주셔서 감사해요. 그에게도 긴 여정이었죠",
"Map/World Grid/Past West/Archeologist@9:8",":3",":3",
"Map/World Grid/Present South/Future South/Baboon@0:0","...","...",
"Map/World Grid/Present South/Future South/Baboon@1:0","Space is waayyyy too far from the ground. No thanks.","우주는 지상에서 너어어어어무 멀어. 사양할게.",
"Map/World Grid/Present South/Future South/Burt the Craftsman@0:0","...","...",
"Map/World Grid/Present South/Future South/Burt the Craftsman@1:0","I wonder if they'd let me ""borrow"" some of those gems...","저 보석들 좀 *빌려줄* 수 있을까...",
